Building Name,Building Address,address_info,latitude,longitude
SCHOOL OF PHYSICAL EDUCATION SWIMMING COMPLEX,"21 EVANS ROAD, SINGAPORE 259366","[{'address_components': [{'long_name': '21', 'short_name': '21', 'types': ['street_number']}, {'long_name': 'Evans Road', 'short_name': 'Evans Rd', 'types': ['route']}, {'long_name': 'Tanglin', 'short_name': 'Tanglin', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '259366', 'short_name': '259366', 'types': ['postal_code']}], 'formatted_address': '21 Evans Rd, Singapore 259366', 'geometry': {'bounds': {'northeast': {'lat': 1.3186784, 'lng': 103.8196758}, 'southwest': {'lat': 1.3177337, 'lng': 103.8190809}}, 'location': {'lat': 1.3183031, 'lng': 103.8194072}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.319555030291502, 'lng': 103.8207404302915}, 'southwest': {'lat': 1.316857069708498, 'lng': 103.8180424697085}}}, 'place_id': 'ChIJ4yWo3AIa2jERm3PZhvwftHU', 'types': ['premise']}]",1.3183031,103.8194072
MOUNTBATTEN SQUARE,"229 MOUNTBATTEN ROAD, SINGAPORE 398007","[{'address_components': [{'long_name': 'Mountbatten Square', 'short_name': 'Mountbatten Square', 'types': ['premise']}, {'long_name': '229', 'short_name': '229', 'types': ['street_number']}, {'long_name': 'Mountbatten Road', 'short_name': 'Mountbatten Rd', 'types': ['route']}, {'long_name': 'Geylang', 'short_name': 'Geylang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '398007', 'short_name': '398007', 'types': ['postal_code']}], 'formatted_address': '229 Mountbatten Rd, Mountbatten Square, Singapore 398007', 'geometry': {'bounds': {'northeast': {'lat': 1.3078378, 'lng': 103.8818271}, 'southwest': {'lat': 1.3072443, 'lng': 103.8807444}}, 'location': {'lat': 1.3076744, 'lng': 103.8813233}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.308890030291502, 'lng': 103.8826908802915}, 'southwest': {'lat': 1.306192069708498, 'lng': 103.8799929197085}}}, 'place_id': 'ChIJhY3zdTgY2jERCjaljCylR04', 'types': ['premise']}]",1.3076744,103.8813233
MING ARCADE,"21 CUSCADEN ROAD, SINGAPORE 249720","[{'address_components': [{'long_name': '21', 'short_name': '21', 'types': ['street_number']}, {'long_name': 'Cuscaden Road', 'short_name': 'Cuscaden Rd', 'types': ['route']}, {'long_name': 'Orchard', 'short_name': 'Orchard', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '249720', 'short_name': '249720', 'types': ['postal_code']}], 'formatted_address': '21 Cuscaden Rd, Singapore 249720', 'geometry': {'bounds': {'northeast': {'lat': 1.3063454, 'lng': 103.828149}, 'southwest': {'lat': 1.3060608, 'lng': 103.8277446}}, 'location': {'lat': 1.3062044, 'lng': 103.8279381}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.307514530291502, 'lng': 103.8292610302915}, 'southwest': {'lat': 1.304816569708498, 'lng': 103.8265630697085}}}, 'place_id': 'ChIJY5Bpm4wZ2jERDGiUMaa7HH0', 'types': ['premise']}]",1.3062044,103.8279381
FOOK HAI BUILDING,"150 SOUTH BRIDGE ROAD, SINGAPORE 058727","[{'address_components': [{'long_name': 'Fook Hai Building', 'short_name': 'Fook Hai Building', 'types': ['premise']}, {'long_name': '150', 'short_name': '150', 'types': ['street_number']}, {'long_name': 'South Bridge Road', 'short_name': 'South Bridge Rd', 'types': ['route']}, {'long_name': 'Outram', 'short_name': 'Outram', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapura', 'short_name': 'Singapura', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '058727', 'short_name': '058727', 'types': ['postal_code']}], 'formatted_address': '150 South Bridge Rd, Fook Hai Building, Singapura 058727', 'geometry': {'bounds': {'northeast': {'lat': 1.2852784, 'lng': 103.8467768}, 'southwest': {'lat': 1.2847037, 'lng': 103.8461425}}, 'location': {'lat': 1.2849259, 'lng': 103.8467126}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.286340030291502, 'lng': 103.8478381802915}, 'southwest': {'lat': 1.283642069708498, 'lng': 103.8451402197085}}}, 'place_id': 'ChIJ7Sp-aAsZ2jERfrt-Da5wWE8', 'types': ['premise']}]",1.2849259,103.8467126
FAMILY LINK @ LENGKOK BAHRU,"8 LENGKOK BAHRU, SINGAPORE 159052","[{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Lengkok Bahru', 'short_name': 'Lengkok Bahru', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '159052', 'short_name': '159052', 'types': ['postal_code']}], 'formatted_address': '8 Lengkok Bahru, Singapore 159052', 'geometry': {'bounds': {'northeast': {'lat': 1.2866204, 'lng': 103.8113945}, 'southwest': {'lat': 1.2860965, 'lng': 103.811044}}, 'location': {'lat': 1.2864383, 'lng': 103.8112806}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.287754880291502, 'lng': 103.8125682302915}, 'southwest': {'lat': 1.285056919708498, 'lng': 103.8098702697085}}}, 'place_id': 'ChIJm3dHZtIb2jERo4sVRmxQr5M', 'types': ['premise']}]",1.2864383,103.8112806
REGISTRY OF MARRIAGES,"7 CANNING RISE, SINGAPORE 179869","[{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Canning Rise', 'short_name': 'Canning Rise', 'types': ['route']}, {'long_name': 'Museum', 'short_name': 'Museum', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '179869', 'short_name': '179869', 'types': ['postal_code']}], 'formatted_address': '7 Canning Rise, Singapore 179869', 'geometry': {'location': {'lat': 1.2942747, 'lng': 103.8477182}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.295354680291502, 'lng': 103.8494139802915}, 'southwest': {'lat': 1.292656719708498, 'lng': 103.8467160197085}}}, 'place_id': 'ChIJQwcHzqMZ2jERJtfhLHh-PCs', 'plus_code': {'compound_code': '7RVX+P3 Singapore', 'global_code': '6PH57RVX+P3'}, 'types': ['street_address']}]",1.2942747,103.8477182
UPPER THOMSON COMMUNITY HUB,"600 UPPER THOMSON ROAD, SINGAPORE 574421","[{'address_components': [{'long_name': '600', 'short_name': '600', 'types': ['street_number']}, {'long_name': 'Upper Thomson Road', 'short_name': 'Upper Thomson Rd', 'types': ['route']}, {'long_name': 'Ang Mo Kio', 'short_name': 'Ang Mo Kio', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '574421', 'short_name': '574421', 'types': ['postal_code']}], 'formatted_address': '600 Upper Thomson Rd, Singapore 574421', 'geometry': {'bounds': {'northeast': {'lat': 1.3758388, 'lng': 103.8292718}, 'southwest': {'lat': 1.3750468, 'lng': 103.8286128}}, 'location': {'lat': 1.3757653, 'lng': 103.8289768}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.376791780291502, 'lng': 103.8302412802915}, 'southwest': {'lat': 1.374093819708498, 'lng': 103.8275433197085}}}, 'place_id': 'ChIJ_fWQXc4W2jERfUWDuhLDrRg', 'types': ['premise']}]",1.3757653,103.8289768
KEMBANGAN-CHAI CHEE COMMUNITY HUB,"11 JALAN UBI, SINGAPORE 409074","[{'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Jalan Ubi', 'short_name': 'Jln Ubi', 'types': ['route']}, {'long_name': 'Geylang', 'short_name': 'Geylang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': '11 Jln Ubi, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.317579, 'lng': 103.9000709}, 'southwest': {'lat': 1.3169441, 'lng': 103.8992719}}, 'location': {'lat': 1.3172272, 'lng': 103.899446}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.318610530291502, 'lng': 103.9009660802915}, 'southwest': {'lat': 1.315912569708498, 'lng': 103.8982681197085}}}, 'place_id': 'ChIJrU1HYxoY2jERoRw6cDMRHQ0', 'types': ['premise']}]",1.3172272,103.899446
SINGAPORE BOYS' HOME,"30 JURONG WEST STREET 24, SINGAPORE 649696","[{'address_components': [{'long_name': '30', 'short_name': '30', 'types': ['street_number']}, {'long_name': 'Jurong West Street 24', 'short_name': 'Jurong West St. 24', 'types': ['route']}, {'long_name': 'Jurong West', 'short_name': 'Jurong West', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '649696', 'short_name': '649696', 'types': ['postal_code']}], 'formatted_address': '30 Jurong West St. 24, Singapore 649696', 'geometry': {'bounds': {'northeast': {'lat': 1.3491345, 'lng': 103.7070603}, 'southwest': {'lat': 1.3486219, 'lng': 103.7065232}}, 'location': {'lat': 1.3488955, 'lng': 103.7067956}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.350162730291502, 'lng': 103.7081407302915}, 'southwest': {'lat': 1.347464769708498, 'lng': 103.7054427697085}}}, 'place_id': 'ChIJ3-0cjsAP2jERjJFzdZKASp8', 'types': ['premise']}]",1.3488955,103.7067956
ENABLING VILLAGE,"20 LENGKOK BAHRU, SINGAPORE 159053","[{'address_components': [{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Lengkok Bahru', 'short_name': 'Lengkok Bahru', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '159053', 'short_name': '159053', 'types': ['postal_code']}], 'formatted_address': '20 Lengkok Bahru, Singapore 159053', 'geometry': {'bounds': {'northeast': {'lat': 1.2873348, 'lng': 103.8149574}, 'southwest': {'lat': 1.2871519, 'lng': 103.8146914}}, 'location': {'lat': 1.2872392, 'lng': 103.8148317}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.288651880291502, 'lng': 103.8161733802915}, 'southwest': {'lat': 1.285953919708498, 'lng': 103.8134754197085}}}, 'place_id': 'ChIJh-7jcdMb2jERbGdJ7ptb8VE', 'types': ['premise']}]",1.2872392,103.8148317
BEA BUILDING,"60 ROBINSON ROAD, SINGAPORE 068892","[{'address_components': [{'long_name': '60', 'short_name': '60', 'types': ['street_number']}, {'long_name': 'Robinson Road', 'short_name': 'Robinson Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '068892', 'short_name': '068892', 'types': ['postal_code']}], 'formatted_address': '60 Robinson Rd, Singapore 068892', 'geometry': {'bounds': {'northeast': {'lat': 1.280989, 'lng': 103.8498871}, 'southwest': {'lat': 1.2806869, 'lng': 103.8495543}}, 'location': {'lat': 1.2808316, 'lng': 103.8497503}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.282186930291502, 'lng': 103.8511084802915}, 'southwest': {'lat': 1.279488969708498, 'lng': 103.8484105197085}}}, 'place_id': 'ChIJgX6R3A0Z2jERFjqEOTNh_Lc', 'types': ['premise']}]",1.2808316,103.8497503
PENINSULA SHOPPING COMPLEX,"3 COLEMAN STREET, SINGAPORE 179804","[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Coleman Street', 'short_name': 'Coleman St', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '179804', 'short_name': '179804', 'types': ['postal_code']}], 'formatted_address': '3 Coleman St, Singapore 179804', 'geometry': {'bounds': {'northeast': {'lat': 1.2922071, 'lng': 103.8505186}, 'southwest': {'lat': 1.2914995, 'lng': 103.8496343}}, 'location': {'lat': 1.2918776, 'lng': 103.8500267}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.293202280291502, 'lng': 103.8514254302915}, 'southwest': {'lat': 1.290504319708498, 'lng': 103.8487274697085}}}, 'place_id': 'ChIJg-8VLqEZ2jERdOMvH-MVfC0', 'types': ['premise']}]",1.2918776,103.8500267
JALAN BESAR PLAZA,"101 KITCHENER ROAD, SINGAPORE 208511","[{'address_components': [{'long_name': '101', 'short_name': '101', 'types': ['street_number']}, {'long_name': 'Kitchener Road', 'short_name': 'Kitchener Rd', 'types': ['route']}, {'long_name': 'Kallang', 'short_name': 'Kallang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '208511', 'short_name': '208511', 'types': ['postal_code']}], 'formatted_address': '101 Kitchener Rd, Singapore 208511', 'geometry': {'bounds': {'northeast': {'lat': 1.3091304, 'lng': 103.8584777}, 'southwest': {'lat': 1.3082361, 'lng': 103.8576279}}, 'location': {'lat': 1.3087, 'lng': 103.858205}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.309992830291502, 'lng': 103.8594017802915}, 'southwest': {'lat': 1.307294869708498, 'lng': 103.8567038197085}}}, 'place_id': 'ChIJM_5kPsgZ2jER90S1QfODmCI', 'types': ['premise']}]",1.3087,103.858205
CONNEXION,"1 FARRER PARK STATION ROAD, SINGAPORE 217562","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Farrer Park Station Road', 'short_name': 'Farrer Park Station Rd', 'types': ['route']}, {'long_name': 'Rochor', 'short_name': 'Rochor', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '217562', 'short_name': '217562', 'types': ['postal_code']}], 'formatted_address': '1 Farrer Park Station Rd, Singapore 217562', 'geometry': {'bounds': {'northeast': {'lat': 1.3133604, 'lng': 103.8546335}, 'southwest': {'lat': 1.3116907, 'lng': 103.8532776}}, 'location': {'lat': 1.3121617, 'lng': 103.8540179}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.313874530291502, 'lng': 103.8553045302915}, 'southwest': {'lat': 1.311176569708498, 'lng': 103.8526065697085}}}, 'place_id': 'ChIJ53fs28UZ2jERUFnSHsbpZns', 'types': ['premise']}]",1.3121617,103.8540179
UE SQUARE,"83 CLEMENCEAU AVENUE, SINGAPORE 239920","[{'address_components': [{'long_name': '205', 'short_name': '205', 'types': ['street_number']}, {'long_name': 'River Valley Road', 'short_name': 'River Valley Rd', 'types': ['route']}, {'long_name': 'Singapore River', 'short_name': 'Singapore River', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '239920', 'short_name': '239920', 'types': ['postal_code']}], 'formatted_address': '205 River Valley Rd, Singapore 239920', 'geometry': {'location': {'lat': 1.2927275, 'lng': 103.8429941}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.294331830291502, 'lng': 103.8445026802915}, 'southwest': {'lat': 1.291633869708498, 'lng': 103.8418047197085}}}, 'place_id': 'ChIJz2nWPZ8Z2jEREo3tJfy7ANk', 'plus_code': {'compound_code': '7RVV+35 Singapore', 'global_code': '6PH57RVV+35'}, 'types': ['establishment', 'parking', 'point_of_interest']}, {'address_components': [{'long_name': '83', 'short_name': '83', 'types': ['street_number']}, {'long_name': 'Clemenceau Avenue', 'short_name': 'Clemenceau Ave', 'types': ['route']}, {'long_name': 'Central Area', 'short_name': 'Central Area', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '239920', 'short_name': '239920', 'types': ['postal_code']}], 'formatted_address': '83 Clemenceau Ave, Singapore 239920', 'geometry': {'bounds': {'northeast': {'lat': 1.2933228, 'lng': 103.8434588}, 'southwest': {'lat': 1.2924781, 'lng': 103.8426853}}, 'location': {'lat': 1.2927305, 'lng': 103.8431969}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.294249430291502, 'lng': 103.8444210302915}, 'southwest': {'lat': 1.291551469708498, 'lng': 103.8417230697085}}}, 'place_id': 'ChIJw1wSPJ8Z2jER9qGE78f7598', 'types': ['premise']}]",1.2927275,103.8429941
THE ROCHESTER,"35 ROCHESTER DRIVE, SINGAPORE 138639","[{'address_components': [{'long_name': '35', 'short_name': '35', 'types': ['street_number']}, {'long_name': 'Rochester Drive', 'short_name': 'Rochester Dr', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '138639', 'short_name': '138639', 'types': ['postal_code']}], 'formatted_address': '35 Rochester Dr, Singapore 138639', 'geometry': {'bounds': {'northeast': {'lat': 1.3060103, 'lng': 103.7887103}, 'southwest': {'lat': 1.3050659, 'lng': 103.7877535}}, 'location': {'lat': 1.3055636, 'lng': 103.7882108}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.306797480291502, 'lng': 103.7895808802915}, 'southwest': {'lat': 1.304099519708498, 'lng': 103.7868829197085}}}, 'place_id': 'ChIJf04BGUMa2jERIbHYQgIFYUE', 'types': ['premise']}]",1.3055636,103.7882108
ONE FINLAYSON GREEN,"1 FINLAYSON GREEN, SINGAPORE 049246","[{'address_components': [{'long_name': 'One Finlayson Green', 'short_name': 'One Finlayson Green', 'types': ['premise']}, {'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Finlayson Green', 'short_name': 'Finlayson Green', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '049246', 'short_name': '049246', 'types': ['postal_code']}], 'formatted_address': '1 Finlayson Green, One Finlayson Green, Singapore 049246', 'geometry': {'bounds': {'northeast': {'lat': 1.2824505, 'lng': 103.8514906}, 'southwest': {'lat': 1.2820535, 'lng': 103.8511497}}, 'location': {'lat': 1.2822121, 'lng': 103.8512903}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.283603930291502, 'lng': 103.8526691302915}, 'southwest': {'lat': 1.280905969708498, 'lng': 103.8499711697085}}}, 'place_id': 'ChIJvTgOjw4Z2jERXT8l0WJkzE0', 'types': ['premise']}]",1.2822121,103.8512903
CONCORDE HOTEL AND SHOPPING MALL,"100 ORCHARD ROAD, SINGAPORE 238840","[{'address_components': [{'long_name': '100', 'short_name': '100', 'types': ['street_number']}, {'long_name': 'Orchard Road', 'short_name': 'Orchard Rd', 'types': ['route']}, {'long_name': 'Orchard', 'short_name': 'Orchard', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '238840', 'short_name': '238840', 'types': ['postal_code']}], 'formatted_address': '100 Orchard Rd, Singapore 238840', 'geometry': {'bounds': {'northeast': {'lat': 1.3014262, 'lng': 103.8430363}, 'southwest': {'lat': 1.3002094, 'lng': 103.8414398}}, 'location': {'lat': 1.3008695, 'lng': 103.84273}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.302117580291502, 'lng': 103.8434807302915}, 'southwest': {'lat': 1.299419619708498, 'lng': 103.8407827697085}}}, 'place_id': 'ChIJi-_aVJYZ2jERxDfgpbrkcS8', 'types': ['premise']}]",1.3008695,103.84273
THE BENCOOLEN,"180 BENCOOLEN STREET, SINGAPORE 189646","[{'address_components': [{'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Rochor', 'short_name': 'Rochor', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '189646', 'short_name': '189646', 'types': ['postal_code']}], 'formatted_address': 'Singapore 189646', 'geometry': {'location': {'lat': 1.301539, 'lng': 103.8533153}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.303186930291502, 'lng': 103.8545353302915}, 'southwest': {'lat': 1.300488969708498, 'lng': 103.8518373697085}}}, 'place_id': 'ChIJ6VIboU4Z2jER3efG5DmLnZg', 'plus_code': {'compound_code': '8V23+J8 Singapore', 'global_code': '6PH58V23+J8'}, 'types': ['establishment', 'point_of_interest']}, {'address_components': [{'long_name': 'The Bencoolen Office Tower', 'short_name': 'The Bencoolen Office Tower', 'types': ['premise']}, {'long_name': '180', 'short_name': '180', 'types': ['street_number']}, {'long_name': 'Bencoolen Street', 'short_name': 'Bencoolen St', 'types': ['route']}, {'long_name': 'Rochor', 'short_name': 'Rochor', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '189646', 'short_name': '189646', 'types': ['postal_code']}], 'formatted_address': '180 Bencoolen St, The Bencoolen Office Tower, Singapore 189646', 'geometry': {'bounds': {'northeast': {'lat': 1.3020559, 'lng': 103.8537463}, 'southwest': {'lat': 1.3012452, 'lng': 103.8527564}}, 'location': {'lat': 1.3015411, 'lng': 103.8534191}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.303062880291502, 'lng': 103.8546745802915}, 'southwest': {'lat': 1.300364919708498, 'lng': 103.8519766197085}}}, 'place_id': 'ChIJ03tytLsZ2jERkifEAajyohM', 'types': ['premise']}]",1.301539,103.8533153
ALEXANDRA CENTRAL,"323 ALEXANDRA ROAD, SINGAPORE 159972","[{'address_components': [{'long_name': '323', 'short_name': '323', 'types': ['street_number']}, {'long_name': 'Alexandra Road', 'short_name': 'Alexandra Rd', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '159972', 'short_name': '159972', 'types': ['postal_code']}], 'formatted_address': '323 Alexandra Rd, Singapore 159972', 'geometry': {'location': {'lat': 1.2876691, 'lng': 103.8053306}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.288859430291502, 'lng': 103.8065245802915}, 'southwest': {'lat': 1.286161469708498, 'lng': 103.8038266197085}}}, 'place_id': 'ChIJgbgpkswb2jERpWa2Jbq8yTY', 'plus_code': {'compound_code': '7RQ4+34 Singapore', 'global_code': '6PH57RQ4+34'}, 'types': ['street_address']}]",1.2876691,103.8053306
ANCHORPOINT SHOPPING CENTRE,"370 ALEXANDRA ROAD, SINGAPORE 159953","[{'address_components': [{'long_name': '370', 'short_name': '370', 'types': ['street_number']}, {'long_name': 'Alexandra Road', 'short_name': 'Alexandra Rd', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '159953', 'short_name': '159953', 'types': ['postal_code']}], 'formatted_address': '370 Alexandra Rd, Singapore 159953', 'geometry': {'bounds': {'northeast': {'lat': 1.2893541, 'lng': 103.805859}, 'southwest': {'lat': 1.2878642, 'lng': 103.8042408}}, 'location': {'lat': 1.2885722, 'lng': 103.8051438}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.289958130291502, 'lng': 103.8063988802915}, 'southwest': {'lat': 1.287260169708498, 'lng': 103.8037009197085}}}, 'place_id': 'ChIJy31gMzMa2jERLcvP-fwqnYg', 'types': ['premise']}]",1.2885722,103.8051438
SPRINGLEAF TOWER,"3 ANSON ROAD, SINGAPORE 079909","[{'address_components': [{'long_name': 'Springleaf Tower', 'short_name': 'Springleaf Tower', 'types': ['premise']}, {'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Anson Road', 'short_name': 'Anson Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'City', 'short_name': 'City', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '079909', 'short_name': '079909', 'types': ['postal_code']}], 'formatted_address': '3 Anson Rd, Springleaf Tower, City 079909', 'geometry': {'bounds': {'northeast': {'lat': 1.2754667, 'lng': 103.8466269}, 'southwest': {'lat': 1.274696, 'lng': 103.8458625}}, 'location': {'lat': 1.2753676, 'lng': 103.8463986}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.276517380291502, 'lng': 103.8476224802915}, 'southwest': {'lat': 1.273819419708498, 'lng': 103.8449245197085}}}, 'place_id': 'ChIJ60V1YBMZ2jER5-Hqxiv_iss', 'types': ['premise']}]",1.2753676,103.8463986
